Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.0,0.3354376256465912,-0.07538647949695587,1.7415721416473389
0.019891999996616505,0.2716112732887268,-0.0012124234344810247,1.6923742294311523
0.03978399999323301,0.24604946374893188,-0.23506273329257965,1.6135509014129639
0.059675999989849515,0.25945430994033813,-0.4237021505832672,1.567164659500122
0.07956699999340344,0.3008909523487091,-0.48003360629081726,1.5790859460830688
0.09945899999001995,0.3696662485599518,-0.457502156496048,1.6715165376663208
0.11935100000118837,0.4043765962123871,-0.25485163927078247,1.7046254873275757
0.13924299999780487,0.4228420555591583,-0.22948260605335236,1.7524523735046387
0.1591340000013588,0.3529391884803772,-0.11296048760414124,1.6190265417099
0.1790259999979753,0.3030553162097931,0.048571109771728516,1.468984603881836
0.1989179999945918,0.23403851687908173,0.30254292488098145,1.2107940912246704
0.21880899999814574,0.16333253681659698,0.43358486890792847,0.9334802627563477
0.23870099999476224,0.13776415586471558,0.40360644459724426,0.697326123714447
0.25859299999137875,0.12115401774644852,0.3170364201068878,0.37006694078445435
0.27848499998799525,0.11796306818723679,0.1550869643688202,0.0509709008038044
0.2983759999915492,0.05139187350869179,0.046807341277599335,-0.3774537444114685
0.3182679999881657,-0.07981932163238525,-0.03473438695073128,-0.8321640491485596
0.3381599999993341,-0.18902967870235443,-0.1519571840763092,-1.2591053247451782
0.3580519999959506,-0.27289173007011414,-0.17109039425849915,-1.6825369596481323
0.37794299999950454,-0.33435720205307007,-0.17290906608104706,-2.0448801517486572
0.39783499999612104,-0.35164856910705566,-0.05257440358400345,-2.3765618801116943
0.41772699999273755,-0.3459334671497345,0.26368051767349243,-2.6608824729919434
0.43761899998935405,-0.43445339798927307,0.576941728591919,-2.8270113468170166
0.457509999992908,-0.5863180756568909,0.44395577907562256,-2.7979328632354736
0.4774019999895245,-0.5928244590759277,-0.2374076098203659,-2.645327568054199
0.4972940000006929,-0.5916234850883484,-0.5599028468132019,-2.466693162918091
0.5171859999973094,-0.6678478717803955,-0.4479614198207855,-2.424496650695801
0.5370770000008633,-0.7118334174156189,-0.3212697505950928,-2.334951400756836
0.5569689999974798,-0.5580852031707764,-0.38779416680336,-2.132345676422119
0.5768609999940963,-0.5096654891967773,-0.13557551801204681,-2.010864734649658
0.5967519999976503,-0.44639429450035095,-0.23907102644443512,-1.672886848449707
0.6166439999942668,-0.5734970569610596,-0.1011086106300354,-1.8617148399353027
0.6365359999908833,-0.41937676072120667,-0.3064742982387543,-1.9317169189453125
0.6564280000020517,-0.3519391715526581,-0.5809455513954163,-1.3986952304840088
0.6763189999910537,-0.1655314415693283,-0.5709379315376282,-1.1894320249557495
0.6962110000022221,-0.15012995898723602,0.0998002365231514,-1.5273643732070923
0.7161029999988386,-0.37745845317840576,0.43994688987731934,-1.6487032175064087
0.7359949999954551,-0.2264544665813446,-0.07720142602920532,-1.390594482421875
0.7558863750018645,-0.12245555967092514,-0.22699463367462158,-1.1786564588546753
0.775778374998481,-0.09042765200138092,-0.330323189496994,-1.0442241430282593
0.7956703749950975,-0.18274642527103424,0.11411634832620621,-1.0533853769302368
0.8155613749986514,-0.2502916157245636,0.3622478246688843,-0.898685872554779
0.835453374995268,-0.09739182144403458,0.0955362468957901,-0.8699237704277039
0.8553453749918845,0.0013397843576967716,-0.14860473573207855,-0.6619035601615906
0.875237374988501,-0.036298830062150955,-0.0009596480522304773,-0.3793259561061859
0.8951283749920549,-0.10608208179473877,0.3151940703392029,-0.08693934977054596
0.9150203749886714,-0.10838756710290909,0.5105741620063782,0.14852869510650635
0.9349123749998398,-0.05081814154982567,0.05167403072118759,0.4930385649204254
0.9548033749888418,0.019739650189876556,-0.10146518796682358,0.8996050357818604
0.9746953750000102,0.04304073750972748,0.4850589632987976,1.300027847290039
0.9945873749966267,0.11131352931261063,0.5104676485061646,1.569709300994873
1.0144793749932433,0.15551060438156128,0.2724711298942566,1.7715755701065063
1.0343703749967972,0.20206816494464874,0.2806837856769562,1.8593255281448364
1.0542623749934137,0.24314281344413757,0.2730330526828766,1.8744635581970215
1.0741543749900302,0.28349149227142334,0.09098758548498154,1.8084259033203125
1.0940453749935841,0.3146703541278839,-0.013989411294460297,1.6955394744873047
1.1139373749902006,0.3263385593891144,-0.03272530063986778,1.5900214910507202
1.133829375001369,0.36205554008483887,-0.05936405807733536,1.532753586769104
1.1537213749979855,0.3681252598762512,-0.13105693459510803,1.5060217380523682
1.1736123750015395,0.3924731910228729,-0.08843300491571426,1.4720958471298218
1.193504374998156,0.37982988357543945,-0.16557782888412476,1.4646416902542114
