Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.0,0.9253070950508118,0.19320380687713623,1.297477126121521
0.019890999999915948,-0.5134910941123962,-0.6739495992660522,0.37282735109329224
0.03978300000017043,-1.0565831661224365,-1.2495298385620117,-0.46522286534309387
0.05967499999997017,-0.4249953031539917,0.5689305663108826,-1.1265872716903687
0.07956600000034086,0.3542097210884094,2.06538462638855,-1.8343384265899658
0.0994580000001406,0.6837155222892761,1.5757089853286743,-2.5574469566345215
0.11934900000005655,0.8741616010665894,2.370645523071289,-2.7036898136138916
0.13924100000031103,0.9532083868980408,2.1872284412384033,-2.3567123413085938
0.15913300000011077,0.3503280580043793,1.117601990699768,-0.9899873733520508
0.17902400000002672,0.6063300371170044,0.7947338223457336,1.3093382120132446
0.1989160000002812,1.3199272155761719,-0.606775164604187,0.5626341104507446
0.21880800000008094,-1.1644314527511597,0.8604596257209778,0.5143872499465942
0.23869899999999689,-0.6385709643363953,-4.498088359832764,-0.7679241299629211
0.25859100000025137,1.130182147026062,-1.6825456619262695,-0.8757424354553223
0.2784820000001673,-0.27225756645202637,-0.8360557556152344,-1.2320871353149414
0.29837399999996705,-0.5926181674003601,0.4136083126068115,-0.8923856019973755
0.31826600000022154,0.12695200741291046,1.33230721950531,-0.6404216885566711
0.3381570000001375,-0.044169824570417404,0.31045398116111755,-0.34480082988739014
0.3580489999999372,-0.21233884990215302,-0.20726747810840607,0.09146951138973236
0.3779400000003079,-0.22538316249847412,0.9630778431892395,0.5396288633346558
0.39783200000010766,-0.45674756169319153,1.146227478981018,1.1371805667877197
0.4177239999999074,-0.2373684048652649,0.3272867202758789,1.197770357131958
0.4376150000002781,-1.770026683807373,-2.8751792907714844,4.902541637420654
0.4575070000000778,-1.3299113512039185,-3.5246219635009766,2.4188408851623535
0.4773990000003323,1.1902625560760498,-1.8986713886260986,0.29813843965530396
0.49729000000024826,2.2814154624938965,1.7863997220993042,1.7829147577285767
0.517182000000048,0.6772459149360657,2.307232618331909,1.2019898891448975
0.5370729999999639,-0.6050739884376526,-0.8815489411354065,-0.09754828363656998
0.5569650000002184,-0.3021654486656189,0.14341890811920166,-1.564141869544983
0.5768570000000182,0.0038633989170193672,1.9019451141357422,-2.032351493835449
0.5967479999999341,0.42284515500068665,1.2021327018737793,-2.3226606845855713
0.6166400000001886,0.7844163775444031,1.5639910697937012,-3.0084385871887207
0.6365310000001045,0.9703967571258545,2.9451708793640137,-2.7257604598999023
0.6564223750001474,0.35308533906936646,1.6845688819885254,-1.8516091108322144
