Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
0.0,-0.501756591796875,0.02795471191406307,-0.9187893676757813
0.019891000000370695,-0.5763015747070312,0.0548986816406245,-0.9217831420898438
0.03978300000017043,-0.5390290832519532,0.02735595703125071,-0.9117539978027345
0.05967400000008638,-0.5786965942382812,0.04247451782226541,-0.9142987060546875
0.07956500000000233,-0.5816903686523438,0.04307327270507777,-0.9054670715332032
0.09945600000037302,-0.5595364379882812,-0.004976806640625497,-0.9059161376953125
0.11934700000028897,-0.5942642211914063,-0.0200953674316402,-0.9325607299804688
0.13923800000020492,-0.5604345703125,0.02256591796875007,-0.9283694458007813
0.15912900000012087,-0.6204597473144532,0.036337280273437855,-0.9117539978027345
0.17902100000037535,-0.5965095520019531,0.011339263916015696,-0.9246272277832032
0.1989120000002913,-0.6236032104492187,0.0065492248535150566,-0.9445358276367188
0.21880300000020725,-0.622705078125,0.03499008178710916,-0.9404942321777344
0.2386941250001655,-0.60114990234375,0.030798797607422657,-0.948427734375
0.25858512500008146,-0.6201603698730469,0.053850860595703764,-0.9517208862304688
0.2784761249999974,-0.6601272583007813,0.06238311767578075,-0.9583071899414063
0.2983671250003681,-0.6590794372558594,0.005052337646484162,-0.9517208862304688
0.31825912500016784,-0.6481521606445313,0.018973388671875924,-0.9666897583007813
0.3381501250000838,-0.6629713439941407,0.051306152343750355,-0.9403445434570313
0.35804112499999974,-0.6640191650390626,0.03244537353515575,-0.9642947387695313
0.37793212500037043,-0.6545887756347657,0.031098175048828836,-0.9409432983398438
0.3978231250002864,-0.7002438354492188,0.021218719482421378,-0.9734257507324219
0.41771412500020233,-0.6465055847167969,0.021069030761719176,-0.9559121704101563
0.4376051250001183,-0.6843768310546875,0.03169692993164119,-0.9732760620117188
0.45749712500037276,-0.688568115234375,0.028553466796875426,-0.9678872680664063
0.4773881250002887,-0.6680607604980469,0.019721832275390483,-0.9541159057617188
0.49727912500020466,-0.6851252746582032,0.056844635009765554,-0.9785151672363281
0.5171701250001206,-0.6680607604980469,0.01957214355468828,-0.9774673461914063
0.5370611250000366,-0.6511459350585938,0.015081481933593821,-0.9611512756347657
0.5569521250004072,-0.661025390625,0.030499420166016478,-0.9819580078125001
0.5768431250003232,-0.6447093200683595,0.028254089355469247,-0.9690847778320313
0.5967351250001229,-0.6182144165039063,0.059539031982421164,-0.9366023254394532
0.6166261250000389,-0.6575825500488282,0.012536773681640412,-0.9774673461914063
0.6365171250004096,-0.6605763244628906,0.028553466796875426,-0.9852511596679688
0.6564081250003255,-0.6433621215820313,0.01957214355468828,-0.9762698364257812
0.6762991250002415,-0.6330335998535157,0.028254089355469247,-0.9659413146972656
0.6961901250001574,-0.6165678405761719,0.021967163085937713,-0.9565109252929688
0.7160811250000734,-0.5986051940917969,0.036636657714844034,-0.9512718200683594
0.7359731250003279,-0.6108796691894531,0.011638641357421875,-0.9383985900878907
0.7558641250002438,-0.6216572570800781,0.018823699951171946,-0.9898915100097657
0.7757551250001598,-0.5983058166503906,0.016428680419922514,-1.0108479309082032
0.7956461250000757,-0.6206094360351563,0.02585906982421804,-0.9988728332519532
0.8155371249999916,-0.6135740661621094,0.019422454833984304,-0.9403445434570313
0.8354281250003623,-0.5936654663085937,0.02017089843750064,-0.9595046997070313
0.8553191250002783,-0.6295907592773438,0.021967163085937713,-0.9684860229492188
