Time (s),X (rad/s),Y (rad/s),Z (rad/s)
0.0,-0.49936118721961975,-0.4501818120479584,1.0443106889724731
0.019891999996616505,-0.15949083864688873,-1.2350877523422241,0.2958469092845917
0.03978399999323301,0.13061244785785675,-1.5792487859725952,-0.40484127402305603
0.05967499999678694,0.3092154562473297,-1.645126223564148,-1.0933313369750977
0.07956699999340344,0.3798680007457733,-1.2757314443588257,-1.7443947792053223
0.09945899999001995,0.40324461460113525,-0.6733577251434326,-2.358922004699707
0.11935099998663645,0.4321717917919159,-0.013111350126564503,-2.8622381687164307
0.13924299999780487,0.5220314264297485,0.6321129202842712,-3.274630069732666
0.15913499999442138,0.6421738266944885,1.2146451473236084,-3.5213351249694824
0.17902699999103788,0.8101131916046143,1.3548449277877808,-3.7055928707122803
0.1989189999876544,1.0131360292434692,1.1880937814712524,-3.7639400959014893
0.21881149998807814,1.2605738639831543,0.6356623768806458,-3.777639865875244
0.23870349999924656,1.447763204574585,-0.11598685383796692,-3.838347911834717
0.25859549999586307,-2.5453758239746094,-1.3419462442398071,-1.3965473175048828
0.27848749999247957,2.258463144302368,6.243064880371094,3.0912015438079834
0.2983794999890961,-0.541478157043457,-8.677486419677734,0.2066909670829773
0.31827049999265,-0.26188305020332336,-1.8428560495376587,-0.08785340189933777
0.3381624999892665,0.16535980999469757,1.3743739128112793,1.2640130519866943
0.358054499985883,0.28439489006996155,0.9236286878585815,0.5170764327049255
0.37794649999705143,0.2577096223831177,0.6515388488769531,0.26139116287231445
0.39783849999366794,0.0027752879541367292,0.025061123073101044,0.170858234167099
0.41773049999028444,-0.06874702125787735,-0.7166167497634888,-0.11381524801254272
0.43762249998690095,0.07043824344873428,-0.33247140049934387,-0.34026509523391724
0.45751449999806937,-0.009492853656411171,0.17644020915031433,-0.4263606071472168
0.4774064999946859,-0.07395194470882416,0.4702194631099701,-0.3903498649597168
0.4972984999913024,0.01809711940586567,0.10009948909282684,-0.5323112607002258
0.5171904999879189,0.0909254252910614,-0.3090108036994934,-0.6496115326881409
0.5370814999914728,0.0893172025680542,-0.073249451816082,-0.6525859236717224
0.5569734999880893,0.12870672345161438,0.29227423667907715,-0.6566447019577026
0.5768654999992577,0.1655137538909912,0.3344734013080597,-0.679999053478241
0.5967574999958742,0.1551891714334488,0.10315436124801636,-0.6978173851966858
0.6166494999924907,0.1120464876294136,-0.003188611241057515,-0.6366136074066162
0.6365414999891073,0.0892133042216301,0.08497515320777893,-0.5301949977874756
0.6564334999857238,0.031128596514463425,0.1330699771642685,-0.38351333141326904
0.6763254999968922,-0.03396693989634514,0.05429274961352348,-0.23262524604797363
0.6962174999935087,-0.0641474723815918,-0.012181447818875313,-0.11371716111898422
0.7161084999970626,-0.0774478167295456,0.02067478746175766,-0.0051984540186822414
0.7360004999936791,-0.09903138130903244,0.2217104583978653,0.0917397066950798
0.7558924999902956,-0.0668751522898674,0.2768450379371643,0.1598285585641861
0.7757844999869121,-0.16027924418449402,0.008865384384989738,0.15754354000091553
0.7956764999980805,-0.17720694839954376,0.24720227718353271,0.19703195989131927
0.815568499994697,-0.12402865290641785,0.5678333044052124,0.21251541376113892
0.8354604999913136,-0.254302978515625,0.4620593190193176,0.23526738584041595
0.8553524999879301,-0.3331383168697357,0.2309790849685669,0.21086733043193817
0.875243499991484,-0.3466295599937439,0.4693513810634613,0.3488217294216156
0.8951354999881005,-0.4972279369831085,0.47053617238998413,0.652442455291748
0.9150274999992689,-0.7955814599990845,0.16092978417873383,1.1304832696914673
0.9349194999958854,-1.1333673000335693,-0.3377689719200134,1.7830206155776978
0.9548114999925019,-1.4181013107299805,-0.7353057265281677,2.7274227142333984
0.9747034999891184,-1.077831745147705,-1.6232483386993408,3.621298313140869
0.9945954999857349,-0.9972336292266846,-2.0771358013153076,3.5491349697113037
1.0144874999969034,-0.831174373626709,-0.1165609359741211,3.6727027893066406
1.0343784999859054,-0.7974239587783813,1.6925854682922363,3.3689637184143066
1.0542704999970738,-0.9107882380485535,2.0189733505249023,2.8444771766662598
1.0741624999936903,-0.8080483078956604,1.1377339363098145,2.2542152404785156
1.0940544999903068,-0.40185630321502686,-0.45849665999412537,1.3546278476715088
1.1139464999869233,0.030991049483418465,-1.760131597518921,0.4978639781475067
1.1338384999980917,0.34287649393081665,-2.1648759841918945,-0.34771299362182617
1.1537294999870937,0.40051284432411194,-1.7459683418273926,-1.184814691543579
1.1736214999982622,0.3665114641189575,-0.7666506171226501,-1.8552337884902954
1.1935134999948787,0.3878050744533539,-0.09452851861715317,-2.547795057296753
1.2134054999914952,0.4762493968009949,0.35775741934776306,-3.145646572113037
