Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
0.0,-0.37751495361328125,-0.5019433593749998,-6.4138623046875
0.01989400000002206,-9.47364944458008,-2.027271423339844,-7.015910339355469
0.03978800000004412,-16.862584075927735,-6.964753875732422,-7.466323699951173
0.059680999999727646,-12.909005584716798,-12.109704895019531,-11.891421661376954
0.07957499999974971,1.1105406188964844,-10.934199371337892,-9.062454528808594
0.09946899999977177,-0.9237290954589844,-3.207267608642578,-8.161927185058595
0.11936199999945529,-3.3474888610839844,3.750413818359375,-6.924600219726563
0.13925599999947735,-5.672903137207031,4.527298278808594,-11.514056396484376
0.15914999999949941,-16.496146087646487,4.238698425292969,-21.062400512695312
0.17904300000009243,-18.98517013549805,9.03592254638672,-21.249361724853518
0.1989370000001145,-11.678713989257814,12.885617065429688,-18.755996704101562
0.21883099999922706,-4.770429840087891,11.039206695556642,-13.9102734375
0.23872399999982008,-1.3034893798828127,8.422947235107422,-10.562036132812501
0.25861799999984214,1.0288105773925782,8.522639923095703,-8.942553863525392
0.2785119999998642,1.9737954711914063,7.695310363769532,-6.371949462890625
0.2984049999995477,-17.768051147460938,24.60100479125977,-50.19437026977539
0.3182989999995698,-5.16890121459961,1.9441200256347662,15.673307189941408
0.33819299999959185,23.213726806640626,4.184211730957031,15.068115692138672
0.3580869999996139,-4.805157623291016,20.683201904296876,-32.232921295166015
0.37797999999929743,-33.10560653686524,-0.516163787841796,0.5637277221679687
0.3978739999993195,-19.514170074462893,13.301901397705079,-7.932454376220703
0.41776799999934155,3.1919622802734375,17.794059906005863,14.207255859375001
0.4376609999999346,-0.30027557373046876,12.03598388671875,7.831115112304688
0.45755499999995664,-16.20515121459961,23.326255645751957,4.084705810546875
0.4774489999999787,-28.28607879638672,39.22544311523438,12.33764373779297
0.4973419999996622,-37.16366775512696,-148.13439010620118,-84.41904968261719
0.5172359999996843,16.333434448242187,10.547778625488283,-16.291222229003907
0.5371299999997063,6.927893371582032,55.60962203979492,2.279609527587891
0.5570229999993899,1.9993922424316408,-1.9356619262695318,1.955383758544922
0.5769169999994119,-33.72906005859375,-26.18313903808594,-4.383634185791016
