timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
1365568,-0.004,-0.008,-0.047,0.87,0.97,-4.70
1365768,-0.012,0.009,-0.036,1.12,-1.87,-1.15
1365968,0.020,-0.020,-0.079,12.50,-6.26,6.52
1366168,0.053,-0.058,-0.136,39.58,1.27,25.37
1366368,0.052,-0.139,-0.100,14.83,-5.76,15.72
1366568,0.088,-0.070,-0.166,-17.58,-8.00,-6.30
1366768,0.271,-0.157,-0.394,134.99,32.80,93.73
1366968,0.167,-0.551,-0.109,173.02,43.55,95.62
1367168,0.117,-0.831,0.219,117.46,52.46,66.45
1367368,-0.021,-0.850,0.494,-13.20,-14.09,20.51
1367568,-0.017,-0.494,0.196,-114.53,-43.85,-57.88
1367768,0.184,-0.098,-0.209,-156.69,-68.36,-97.33
1367968,0.156,0.441,-0.321,-163.56,-27.81,-100.54
1368168,-0.040,0.448,-0.128,-42.72,-6.25,-24.05
1368368,0.052,0.380,-0.231,109.41,5.03,73.47
1368568,0.132,-0.013,-0.203,190.45,71.64,108.04
1368768,-0.007,-0.418,0.111,162.15,95.52,98.60
1368968,-0.242,-0.690,0.604,43.97,20.52,12.38
1369168,-0.045,-0.521,0.234,-103.63,-32.16,-78.95
1369368,0.141,-0.108,-0.218,-150.11,-65.65,-92.83
1369568,0.052,0.493,-0.454,-169.16,-22.40,-106.38
1369768,0.042,0.645,-0.105,-116.40,-46.43,-34.37
1369968,-0.154,0.468,0.086,9.80,-10.84,11.21
1370168,0.069,0.368,-0.190,156.06,28.03,89.02
1370368,0.061,-0.103,-0.175,184.06,45.73,126.08
1370568,-0.015,-0.577,0.291,158.44,87.95,124.09
1370768,-0.423,-0.769,0.742,1.27,-24.36,-25.22
1370968,-0.052,-0.436,0.277,-115.81,-42.32,-109.42
1371168,0.209,0.069,-0.267,-196.04,-83.62,-62.24
1371368,0.223,0.599,-0.381,-183.10,-10.22,-98.10
1371568,-0.076,0.546,-0.108,-69.91,-0.62,-44.46
1371768,-0.060,0.433,-0.175,122.09,-2.03,62.22
1371968,0.088,0.118,-0.269,188.61,97.34,79.48
1372168,0.169,-0.366,-0.002,176.75,122.06,100.98
1372368,-0.191,-0.642,0.646,80.68,116.78,59.90
1372568,-0.064,-0.590,0.511,-53.37,-52.46,-48.69
1372768,0.117,-0.179,0.052,-137.50,-73.87,-113.47
1372968,0.000,0.438,-0.281,-163.89,-34.39,-147.07
1373168,-0.074,0.621,-0.166,-129.82,30.45,-124.85
1373368,0.013,0.450,0.006,2.54,-32.93,10.98
1373568,0.028,0.408,-0.174,125.41,14.70,72.99
1373768,0.176,0.083,-0.357,201.28,67.87,114.35
1373968,0.023,-0.469,0.147,165.68,53.51,119.32
1374168,-0.189,-0.705,0.491,49.59,68.72,38.94
1374368,-0.075,-0.596,0.378,-72.64,-81.91,-44.07
1374568,0.082,-0.155,-0.080,-141.22,-56.20,-106.87
1374768,0.028,0.374,-0.255,-158.81,-74.75,-113.57
1374968,0.078,0.915,-0.246,-176.83,-59.20,-100.23
1375168,-0.134,0.415,-0.002,10.57,13.29,3.90
1375368,0.035,0.364,-0.212,141.51,49.25,88.89
1375568,0.094,-0.055,-0.291,195.11,37.61,108.82
1375768,0.113,-0.574,0.063,170.96,61.91,102.56
1375968,-0.350,-0.752,0.581,22.90,48.06,13.95
1376168,0.029,-0.614,0.235,-100.86,-11.68,-70.10
1376368,0.236,-0.164,-0.210,-152.48,-155.75,-101.05
1376568,0.244,0.355,-0.273,-128.66,-22.58,-105.73
1376768,0.061,0.624,-0.262,-95.88,-32.13,-32.70
1376968,-0.131,0.409,-0.071,43.38,-11.46,42.68
1377168,0.118,0.219,-0.267,150.70,36.41,123.18
1377368,-0.007,-0.353,0.108,159.98,58.30,137.24
1377568,-0.243,-0.593,0.470,88.51,80.89,43.72
1377768,-0.112,-0.550,0.434,-76.87,-29.48,-55.35
1377968,0.265,-0.150,-0.117,-131.35,-86.86,-102.57
1378168,0.034,0.299,-0.277,-150.38,-29.49,-101.86
1378368,-0.019,0.716,-0.274,-142.44,-37.69,-75.68
1378568,-0.101,0.419,-0.054,28.14,-9.16,21.52
1378768,-0.060,0.315,-0.167,110.76,46.39,77.05
1378968,0.124,-0.169,-0.125,158.62,48.98,124.95
1379168,-0.084,-0.511,0.232,133.66,36.64,84.90
1379368,-0.264,-0.689,0.584,36.89,33.40,15.63
1379568,-0.057,-0.526,0.312,-85.12,-24.75,-56.25
1379768,0.195,-0.126,-0.171,-133.32,-63.58,-87.98
1379968,0.030,0.306,-0.288,-126.25,-16.78,-97.40
1380168,-0.055,0.614,-0.226,-115.53,13.43,-82.50
1380368,-0.039,0.478,-0.077,4.32,2.71,-0.46
1380568,0.069,0.346,-0.222,112.73,24.83,76.12
1380768,0.116,-0.079,-0.241,166.80,25.64,100.22
1380968,-0.018,-0.465,0.198,152.99,46.20,113.08
1381168,-0.274,-0.631,0.585,42.70,77.85,17.53
1381368,-0.096,-0.588,0.400,-55.17,-61.27,-41.99
1381568,0.040,-0.297,0.054,-93.28,-53.41,-83.93
1381768,0.130,0.095,-0.245,-128.91,-70.45,-100.13
1381968,0.148,0.587,-0.374,-147.70,-30.12,-89.97
1382168,0.027,0.572,-0.172,-38.24,-27.55,-14.97
1382368,0.087,0.416,-0.240,107.82,18.92,76.39
1382568,0.120,-0.005,-0.134,154.43,84.44,112.17
1382768,-0.007,-0.396,0.258,123.51,64.02,110.72
1382968,-0.239,-0.583,0.580,40.63,69.71,40.37
1383168,-0.178,-0.469,0.452,-72.04,-53.54,-57.70
1383368,0.148,-0.039,-0.128,-135.92,-91.30,-127.97
1383568,0.149,0.378,-0.354,-123.01,-61.66,-109.89
1383768,-0.051,0.601,-0.216,-100.30,-18.42,-76.83
1383968,0.056,0.439,-0.208,41.83,6.66,28.67
1384168,0.113,0.237,-0.277,137.68,41.89,94.06
1384368,0.130,-0.247,0.009,148.97,58.93,113.05
1384568,-0.017,-0.526,0.369,100.18,76.19,85.04
1384768,-0.326,-0.596,0.642,-0.44,-14.22,8.94
1384968,-0.052,-0.449,0.292,-72.01,-3.51,-57.50
1385168,0.136,-0.090,-0.131,-109.27,-53.04,-84.40
1385368,0.030,0.323,-0.348,-122.98,-97.80,-75.34
1385568,-0.089,0.581,-0.268,-126.87,-24.65,-72.93
1385768,-0.035,0.589,-0.141,-38.68,-14.33,-28.24
1385968,0.044,0.415,-0.241,94.34,2.09,67.08
1386168,0.113,0.080,-0.239,155.04,54.80,99.78
1386368,0.020,-0.359,0.098,143.89,68.81,99.07
1386568,-0.110,-0.599,0.452,93.19,34.54,29.40
1386768,-0.198,-0.558,0.555,-21.42,-23.27,-8.41
1386968,-0.018,-0.288,0.199,-83.10,-73.55,-97.60
1387168,0.096,0.114,-0.276,-136.06,-53.17,-94.80
1387368,0.056,0.701,-0.494,-161.48,-102.66,-85.53
1387568,0.005,0.583,-0.153,-56.80,9.06,-42.91
1387768,0.015,0.452,-0.209,97.47,29.33,54.63
1387968,0.156,0.033,-0.206,150.80,61.28,120.41
1388168,0.020,-0.371,0.199,142.08,91.61,119.13
1388368,-0.189,-0.611,0.564,57.38,82.06,43.24
1388568,-0.135,-0.585,0.568,-32.28,-34.52,-26.26
1388768,0.068,-0.332,0.204,-80.30,-37.20,-81.83
1388968,0.211,-0.023,-0.121,-99.96,-48.78,-104.44
1389168,0.087,0.396,-0.192,-93.30,-37.11,-115.89
1389368,0.120,0.654,-0.196,-84.08,10.13,-93.50
1389568,-0.000,0.504,-0.119,-2.59,-17.03,8.27
1389768,0.069,0.346,-0.194,92.45,26.87,100.22
1389968,0.132,-0.044,-0.110,131.81,59.07,137.05
1390168,-0.007,-0.432,0.171,115.57,59.82,97.53
1390368,-0.175,-0.637,0.487,52.25,26.96,50.73
1390568,-0.212,-0.493,0.369,-54.88,-36.02,-31.78
1390768,0.011,-0.183,0.001,-101.85,-44.37,-110.46
1390968,0.165,0.113,-0.233,-117.50,-91.26,-97.81
1391168,0.032,0.567,-0.371,-132.38,-24.02,-84.07
1391368,-0.071,0.500,-0.218,-24.07,-7.56,-17.94
1391568,0.046,0.390,-0.272,89.15,43.79,61.94
1391768,0.162,0.058,-0.177,131.08,64.29,121.20
1391968,0.003,-0.361,0.156,118.06,58.93,115.49
1392168,-0.171,-0.584,0.451,68.49,67.82,61.92
1392368,-0.204,-0.567,0.544,-14.85,-13.80,3.21
1392568,-0.043,-0.328,0.198,-78.27,-62.62,-81.39
1392768,0.132,-0.032,-0.126,-102.17,-76.52,-111.60
1392968,0.202,0.425,-0.383,-111.57,-38.47,-96.18
1393168,-0.029,0.625,-0.280,-90.05,-47.77,-64.43
1393368,-0.028,0.495,-0.230,26.60,-3.75,23.26
1393568,0.096,0.295,-0.256,119.74,55.35,98.41
1393768,0.079,-0.126,-0.049,125.64,59.90,116.28
1393968,0.017,-0.500,0.284,88.65,69.58,100.82
1394168,-0.231,-0.607,0.469,54.99,33.21,55.55
1394368,-0.183,-0.489,0.497,-29.30,-30.71,-14.95
1394568,-0.089,-0.210,0.092,-86.95,-59.42,-113.65
1394768,0.177,0.171,-0.304,-115.23,-17.11,-108.69
1394968,0.095,0.541,-0.429,-115.09,-146.79,-86.60
1395168,-0.125,0.671,-0.178,-97.85,-5.18,-58.15
1395368,-0.106,0.517,-0.075,8.67,-12.23,10.94
1395568,0.077,0.406,-0.275,125.53,64.52,85.05
1395768,0.101,-0.038,-0.163,146.79,60.99,116.27
1395968,0.078,-0.497,0.213,114.65,91.58,118.03
1396168,-0.252,-0.640,0.516,40.02,50.71,53.29
1396368,-0.133,-0.513,0.424,-46.20,-28.80,-63.00
1396568,0.151,-0.219,0.013,-89.44,-81.26,-117.68
1396768,0.278,0.192,-0.310,-116.56,-84.59,-108.28
1396968,0.002,0.562,-0.290,-125.16,-70.55,-78.80
1397168,-0.106,0.686,-0.064,-85.58,18.25,-72.90
1397368,-0.159,0.462,-0.045,43.02,-0.39,35.42
1397568,0.151,0.297,-0.266,138.15,52.16,117.96
1397768,0.127,-0.217,-0.068,149.43,54.70,143.94
1397968,-0.068,-0.559,0.283,113.15,79.35,93.65
1398168,-0.179,-0.690,0.523,27.67,9.24,33.67
1398368,-0.157,-0.548,0.342,-59.74,3.60,-66.68
1398568,0.125,-0.204,0.120,-83.30,-25.86,-141.01
1398768,0.245,0.324,-0.333,-95.99,-76.40,-140.75
