timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
3761972,-0.164,-0.231,0.262,2.86,8.48,-2.53
3762172,-0.100,-0.193,0.209,-2.11,-7.61,-2.07
3762372,-0.113,-0.128,0.144,0.14,-5.25,-7.40
3762572,-0.018,-0.127,0.185,2.57,-2.38,-19.11
3762772,-0.009,-0.117,0.091,-3.62,5.73,-3.33
3762972,-0.057,-0.064,0.047,-0.77,-3.78,2.32
3763172,0.005,-0.064,0.069,-2.48,-4.95,-3.23
3763372,-0.073,-0.051,-0.155,12.42,-31.43,-16.27
3763572,-0.005,0.319,-0.263,50.39,-111.10,-75.50
3763772,0.315,0.847,-0.286,-5.80,-180.48,-160.89
3763972,0.661,0.835,-0.259,-182.02,-178.20,-140.11
3764172,0.792,0.050,-0.076,-197.25,-60.78,111.04
3764372,0.271,-0.228,-0.642,-75.17,39.53,245.68
3764572,-0.484,-0.351,-0.323,90.33,-20.49,232.25
3764772,-0.577,0.078,0.242,181.21,-41.29,113.99
3764972,-0.538,0.178,1.039,54.78,-16.21,41.45
3765172,-0.296,-0.216,0.166,-19.62,-12.38,9.01
3765372,-0.155,-0.204,0.134,-4.04,-1.52,11.62
3765572,-0.132,-0.145,0.089,3.15,-5.23,11.93
3765772,-0.097,-0.123,0.086,0.96,-14.90,16.26
3765972,0.024,-0.063,0.067,6.63,-24.52,4.40
3766172,0.109,-0.010,0.102,-14.74,-3.86,-4.45
3766372,0.080,-0.127,-0.009,-15.25,-19.13,-0.58
3766572,0.008,-0.099,0.056,-10.20,-1.14,-0.71
3766772,-0.058,-0.135,0.050,4.47,12.28,-17.00
3766972,0.013,-0.077,0.019,-6.33,-16.11,-1.78
3767172,0.010,0.005,-0.167,-3.43,-56.95,-10.79
3767372,0.014,0.237,-0.279,19.54,-136.65,-75.15
3767572,0.494,0.515,-0.306,-6.24,-104.55,-118.44
3767772,0.446,0.506,-0.276,-131.72,-166.78,-118.13
3767972,0.650,0.125,-0.037,-207.71,-94.52,-19.61
3768172,0.806,-0.292,-0.382,-142.89,-52.85,206.82
3768372,-0.379,-0.220,-0.437,13.03,41.35,247.79
3768572,-0.676,-0.237,0.055,90.60,-55.75,185.90
3768772,-0.712,0.101,0.401,147.99,-23.55,57.43
3768972,-0.522,0.044,0.732,26.51,-11.15,23.37
3769172,-0.166,-0.176,0.154,-14.22,-13.39,6.40
3769372,-0.169,-0.156,0.150,0.24,-3.13,6.63
3769572,-0.068,-0.109,0.123,3.37,3.69,12.70
3769772,-0.093,-0.022,0.085,-5.51,-18.85,22.60
3769972,-0.054,0.029,0.045,15.15,32.55,8.78
3770172,0.036,0.077,0.086,1.72,-10.88,6.07
3770372,0.048,-0.046,0.040,-8.46,-12.28,-2.25
3770572,0.069,-0.086,0.068,-8.39,-7.83,-8.93
3770772,-0.039,-0.144,0.039,-4.25,12.86,-3.89
3770972,0.067,-0.096,0.003,-1.08,-2.43,2.01
