timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
3018772,0.290,0.321,1.228,-108.52,22.80,-6.44
3018972,-0.013,0.388,-0.100,-248.23,1.55,33.65
3019172,-0.113,-0.906,-0.155,-126.08,-6.53,37.70
3019372,-0.148,-0.680,-0.371,118.70,-70.88,-35.88
3019572,0.255,0.982,0.365,252.04,34.65,-46.73
3019772,-0.408,0.267,1.202,54.80,2.17,-22.14
3019972,-0.175,0.817,0.531,-248.23,-9.45,15.81
3020172,-0.128,-0.621,-0.773,-237.11,4.37,19.34
3020372,-0.237,-1.107,-0.860,96.99,-22.43,-17.04
3020572,0.319,0.723,0.414,252.04,-49.86,-44.02
3020772,0.273,0.454,1.113,65.86,-6.91,-24.68
3020972,0.117,0.764,-0.291,-248.23,-37.50,87.09
3021172,-0.076,-1.107,-0.885,-206.08,-67.87,50.85
3021372,-0.161,-1.073,-0.640,131.68,18.39,-17.65
3021572,0.153,0.777,0.094,252.04,35.16,-60.20
3021772,-0.522,0.760,1.235,100.25,49.40,-9.79
3021972,0.156,0.740,-0.200,-248.23,-83.14,-3.66
3022172,-0.198,-1.131,-0.794,-186.72,77.16,-15.89
3022372,-0.192,-1.034,-0.635,142.63,-5.17,-14.40
3022572,0.139,0.845,0.318,252.04,34.74,-39.06
3022772,-0.295,0.653,1.250,32.15,-24.36,-4.40
3022972,0.039,0.725,-0.488,-248.23,-56.38,33.61
3023172,-0.180,-1.304,-0.547,-179.05,21.81,5.26
3023372,-0.039,-0.962,-0.707,147.03,69.78,-16.17
3023572,0.111,0.906,0.086,252.04,-20.73,-67.68
3023772,0.261,0.362,1.331,-14.98,-40.77,-39.05
3023972,-0.063,0.779,-0.273,-248.23,16.59,55.39
3024172,-0.344,-1.438,-0.703,-172.57,-44.21,-17.56
3024372,-0.016,-0.887,-0.485,155.76,17.22,2.83
3024572,0.199,1.088,0.395,252.04,60.64,-67.41
3024772,0.325,0.849,1.278,64.28,28.82,-44.06
3024972,0.119,0.701,-0.508,-248.23,-63.46,105.66
3025172,-0.298,-1.400,-0.757,-188.42,7.87,-9.34
3025372,-0.045,-0.888,-0.508,171.87,21.35,-7.22
3025572,-0.124,1.019,0.533,252.04,40.71,-30.96
3025772,0.642,0.350,1.271,-46.90,-91.30,7.06
3025972,0.002,0.745,-0.844,-248.23,-5.29,108.12
3026172,-0.442,-1.696,-0.645,-115.82,-80.28,-22.60
3026372,-0.145,-0.645,-0.434,205.76,-0.09,14.27
3026572,0.254,1.064,0.429,252.04,56.02,-91.64
