timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
1937985,0.000,0.002,0.001,-0.26,0.05,-0.40
1938185,-0.000,0.001,-0.001,-0.37,0.09,-0.36
1938385,0.001,0.000,0.001,-0.47,0.06,-0.31
1938585,-0.001,0.002,-0.000,-0.39,0.09,-0.38
1938785,-0.004,0.005,-0.000,-0.20,0.09,-0.34
1938985,0.000,-0.006,0.000,-0.35,0.07,-0.44
1939185,0.003,0.003,0.000,-0.60,0.01,-0.31
1939385,-0.006,-0.003,-0.002,-1.32,-0.03,-0.32
1939585,0.002,0.005,-0.001,0.06,0.10,-0.45
1939785,-0.002,-0.008,0.002,-0.78,0.01,-0.31
1939985,0.001,0.001,-0.001,-0.18,0.11,-0.31
1940185,0.002,-0.013,-0.014,-0.13,0.06,-0.40
1940385,0.001,0.012,0.001,0.19,0.14,-0.41
1940585,0.001,-0.000,-0.004,-0.75,0.05,-0.31
1940785,-0.000,0.003,0.003,-0.32,0.10,-0.24
1940985,-0.000,-0.000,0.003,-0.32,0.03,-0.38
1941185,-0.000,-0.002,0.003,-0.48,-0.00,-0.34
1941385,0.001,0.001,0.002,-0.33,0.08,-0.50
1941585,0.001,-0.003,0.003,-0.33,0.15,-0.25
1941785,0.000,0.006,0.000,-0.33,0.10,-0.35
1941985,0.000,-0.003,0.001,-0.43,0.05,-0.35
1942185,0.000,0.000,0.001,-0.32,0.12,-0.44
1942385,-0.002,-0.007,0.001,-0.41,0.09,-0.73
1942585,0.007,0.024,0.001,0.60,0.28,-0.30
1942785,-0.008,0.002,-0.002,0.62,0.14,0.01
1942985,-0.002,-0.002,-0.000,-0.88,-0.01,-0.24
1943185,-0.005,-0.008,0.000,-0.53,0.08,-0.28
1943385,0.002,0.001,0.000,-0.20,0.07,-0.39
1943585,-0.002,-0.001,0.003,-0.55,0.10,-0.19
1943785,0.001,0.000,0.001,-0.37,0.08,-0.47
1943985,0.001,-0.004,-0.003,-0.32,0.12,-0.35
1944185,0.001,-0.002,0.002,-0.46,0.09,-0.38
1944385,0.001,0.001,0.001,-0.26,0.15,-0.34
1944585,0.001,0.000,-0.001,-0.46,0.11,-0.37
1944785,-0.001,0.000,0.000,-0.31,0.09,-0.28
1944985,0.001,-0.001,-0.000,-0.40,0.11,-0.38
1945185,-0.001,-0.001,-0.002,-0.40,0.08,-0.40
1945385,0.004,0.002,-0.000,-0.54,0.09,-0.40
1945585,-0.001,-0.001,0.001,-0.27,0.05,-0.33
1945785,0.001,0.000,-0.000,-0.41,0.08,-0.40
1945985,-0.002,-0.001,0.001,-0.14,0.16,-0.32
1946185,-0.002,-0.000,-0.002,-0.45,0.04,-0.38
1946385,0.001,-0.000,0.002,-0.40,0.08,-0.34
1946585,-0.000,0.000,-0.000,-0.41,0.11,-0.37
1946785,0.001,0.001,0.002,-0.43,0.13,-0.38
1946985,0.000,-0.000,-0.001,-0.40,0.07,-0.34
1947185,0.002,-0.000,-0.000,-0.39,0.07,-0.37
1947385,-0.000,0.000,-0.001,-0.37,0.11,-0.31
1947585,-0.000,-0.000,-0.000,-0.37,0.12,-0.38
1947785,-0.000,-0.001,0.002,-0.45,0.09,-0.32
1947985,0.001,0.001,-0.001,-0.32,0.06,-0.34
1948185,-0.001,-0.001,-0.001,-0.42,0.10,-0.28
1948385,-0.001,0.001,-0.000,-0.27,0.07,-0.34
1948585,0.001,0.002,0.001,-0.43,0.15,-0.37
1948785,0.001,-0.001,-0.000,-0.33,0.13,-0.31
1948985,-0.001,-0.001,0.002,-0.24,0.12,-0.37
1949185,-0.001,-0.000,-0.003,-0.39,0.07,-0.37
1949385,-0.000,0.000,-0.002,-0.37,0.03,-0.34
1949585,0.002,-0.001,0.002,-0.32,0.13,-0.31
1949785,-0.001,0.000,-0.001,-0.29,0.09,-0.34
1949985,0.001,0.000,-0.000,-0.33,0.16,-0.38
1950185,0.001,0.000,0.001,-0.37,0.04,-0.26
1950385,-0.000,0.001,0.001,-0.37,0.08,-0.35
1950585,-0.001,0.001,-0.000,-0.37,0.12,-0.40
1950785,-0.000,-0.001,-0.001,-0.40,0.08,-0.39
